Gabrjel,Walczak,ul. Księdza Andrukiewicza Stanisława ,92,Białystok,15-204,1974,25,5,15,A-,83.7,167
Malina,Sokołowska,ul. Fortuny ,85,Warszawa,01-339,1999,4,9,43,B+,66.4,168
Mateusz,Wiśniewski,ul. Piskorska ,132,Warszawa,02-495,1961,5,12,46,A+,83.9,174
Konstanty,Kamiński,ul. Miodowa ,133,Warszawa,00-081,2003,25,9,31,AB+,76.2,184
Tadzio,Olszewski,ul. Lubelska ,37,Olsztyn,10-406,1946,26,2,36,O+,108.9,180
Angelika,Rutkowska,ul. Przykopy ,49,Kraków,30-621,2003,20,12,44,A+,51.8,168
Seweryn,Kwiatkowski,ul. Herbowa ,127,Lublin,20-551,1943,26,12,56,O+,78.5,181
Tymoteusz,Tomaszewski,ul. Bogusławskiego ,147,Ruda Śląska,41-712,1968,1,9,78,O+,75.4,174
Bożydar,Dudek,ul. Kołłątaja Hugona ,62,Zawiercie,42-400,2013,24,2,11,O+,57.0,137
Ferdynand,Nowakowski,ul. Algierska ,27,Gdynia,81-120,1968,5,11,66,O+,89.9,177
Dobrosława,Jaworska,ul. Samopomocy ,10,Łódź,91-219,1952,13,6,70,O+,52.2,151
Lucyna,Kalinowska,ul. Kredytowa ,5,Katowice,40-562,1999,20,11,4,O+,19.3,103
Czesława,Pawłowska,ul. Krzywa ,146,Gdynia,81-003,2008,10,1,2,O+,16.0,81
Krzysztof,Woźniak,ul. Bałuckiego Michała ,84,Rzeszów,35-230,1982,28,2,37,B-,65.8,173
Marcin,Nowakowski,ul. Słoneczna ,25,Starachowice,27-200,1965,14,3,10,A+,28.2,129
Ludmiła,Wysocka,ul. Jeżewskiego Kazimierza ,140,Gdańsk,80-449,1941,28,3,12,B+,47.5,147
Krystyna,Czarnecka,ul. Wierchowa ,40,Łódź,92-009,1954,14,1,13,A+,53.1,152
Walenty,Szczepański,ul. Weteranów ,21,Poznań,61-144,1960,7,7,15,B+,74.4,184
Longin,Jabłoński,ul. Racławicka ,2,Bytów,77-102,1980,28,9,42,A-,114.0,167
Celestyna,Nowicka,ul. Krzywa ,136,Kielce,25-527,1987,19,11,17,A+,72.5,156
Zofia,Gorska,ul. Jutrosińska ,31,Wrocław,51-124,2000,26,10,55,O+,83.1,170
Luiza,Majewska,ul. Suwalska ,8,Zielona Góra,65-548,1935,29,6,14,O+,74.6,167
Teodozja,Duda,ul. Różowa ,59,Opole,45-417,2003,18,7,71,O+,79.0,168
Zosia,Nowicka,ul. Majora Hubala ,12,Gdańsk,80-289,1933,8,6,14,O+,42.6,167
Danuta,Pawłowska,ul. Dobra ,133,Warszawa,00-920,1935,7,9,73,O+,88.7,164
Hainrich,Olszewski,ul. Parczewska ,126,Lublin,20-509,1978,7,8,49,B+,110.3,170
Wiktor,Pawlak,ul. Pysocice ,126,Kraków,31-999,1951,6,8,4,A+,21.4,103
Marek,Kalinowski,ul. Cebulowa ,132,Warszawa,02-755,2007,11,10,48,B+,70.7,183
Basia,Grabowska,ul. Wiśniowa ,146,Zielona Góra,65-546,1939,9,11,64,B+,85.7,160
Weronika,Kowalczyk,ul. Giserska ,55,Kielce,25-816,1966,9,4,18,O+,60.6,168
Dorota,Szczepańska,ul. Zakładowa ,72,Tarnobrzeg,39-402,1992,28,3,9,B+,23.5,125
Aniela,Jasińska,ul. Malwowa ,118,Szczecin,71-499,1940,29,3,35,B+,60.6,164
Jowita,Kucharska,ul. Zygmunta ,82,Łódź,93-341,1970,10,7,52,O+,77.0,160
Kaja,Grabowska,ul. Pisarka Mariana ,56,Warszawa,03-984,2012,11,5,76,B+,57.5,169
Wiola,Symanska,ul. Kalinowa ,23,Koszalin,75-667,1937,3,8,63,AB+,85.5,156
Augustyna,Nowicka,ul. Piaseczyńska ,81,Warszawa,00-765,1999,1,4,57,O+,99.1,160
Natasza,Zawadzka,ul. Gdańska ,141,Bydgoszcz,85-021,2006,26,9,36,O+,84.4,158
Włodek,Sobczak,ul. Smetany Bedricha ,148,Łódź,92-503,1998,15,3,30,A+,73.0,184
Cecylia,Szczepańska,ul. Łozowa ,36,Szczecin,70-762,1941,20,3,17,AB+,85.8,151
Józefa,Majewska,ul. Herbowa ,113,Poznań,60-685,2008,16,11,81,A+,72.9,163
Drugi,Olszewski,ul. Łodzianka ,86,Łódź,91-604,1966,17,6,14,O+,68.4,162
Wioletta,Król,ul. Pasteura Ludwika ,68,Warszawa,02-093,1955,14,3,84,O+,55.6,155
Weronika,Wojciechowska,ul. Parcelacyjna ,135,Warszawa,03-155,1988,5,1,82,O+,63.2,165
Salomea,Kowalska,ul. Neonowa ,119,Łódź,92-202,1997,16,6,39,A+,57.1,171
Alfons,Borkowski,ul. Czechowa Antoniego ,137,Kędzierzyn-Koźle,47-200,1961,25,10,65,A+,70.9,176
Bonifacy,Chmielewski,ul. Fałata Juliana ,98,Kielce,25-439,1992,31,1,10,O+,47.4,145
Teodozja,Symanska,ul. Zielonogórska ,38,Wrocław,53-617,1987,29,4,78,A+,104.3,155
Jacenty,Nowak ,ul. Arcybiskupa Gawliny Józefa ,41,Racibórz,47-406,2001,25,9,50,O+,92.9,181
Rafał,Kowalski,ul. Janikowska ,147,Bydgoszcz,85-186,1942,12,4,25,O+,98.4,173
Dorota,Czarnecki,ul. Sudecka ,14,Kraków,30-732,1987,24,10,76,O+,75.4,171
Hainrich,Sawicki,ul. Łopianowa ,64,Łódź,93-476,2008,26,2,47,B+,93.3,186
Wiktoria,Król,ul. Generała Dąbrowskiego Jana Henryka ,37,Poznań,60-425,1949,31,3,5,B+,24.7,112
Sylwia,Grabowska,ul. Fregaty ,41,Warszawa,02-654,1950,23,8,80,A+,56.0,163
Nikodem,Symanski,ul. Mrówcza ,47,Łódź,91-512,2011,9,12,17,O+,65.5,181
Ewa,Pawlak,ul. Gwarków ,38,Kielce,25-739,1954,2,11,10,B+,35.6,137
Angelika,Dąbrowski ,ul. Łagiewnicka ,65,Łódź,91-855,1963,20,4,19,B+,66.0,174
Angelika,Gorska,ul. Świętego Józefa ,24,Szczecin,70-114,1965,21,1,76,A+,72.0,163
Gabryjel,Sokołowski,ul. Borówkowa ,132,Łódź,91-496,2001,7,5,9,O-,38.3,142
Gertruda,Pawlak,Al. Rejtana Tadeusza ,50,Rzeszów,35-310,1956,18,9,50,A+,88.0,172
Sławomira,Adamczyk,ul. Górki ,42,Poznań,60-204,1994,16,11,61,A-,80.4,162
Stefcia,Grabowska,ul. Lisa Kuli Leopolda ,40,Rzeszów,35-025,1948,28,10,28,AB-,69.3,154
Julianna,Nowakowska,ul. Krzeszowicka ,22,Poznań,60-003,1933,10,6,20,A+,56.5,160
Sławomira,Piotrowska,ul. Drzymały Michała ,108,Jaworzno,43-600,2000,7,10,55,O-,101.5,172
Bogumił,Wiśniewski,ul. Żwirki i Wigury ,137,Warszawa,00-909,1932,18,5,25,B+,70.6,187
Dorota,Szczepański,ul. Kanałowa ,3,Poznań,60-710,1958,17,3,30,A+,100.4,190
Emeryk,Adamski,ul. Świętej Trójcy ,58,Bydgoszcz,85-224,1988,12,6,16,B+,71.0,171
Zuzanna,Jabłońska,ul. Szczęśliwa ,29,Białystok,15-157,1936,17,11,74,B+,96.7,159
Wisław,Nowicki,ul. Czakowa ,100,Warszawa,01-465,1955,16,7,30,O+,98.9,170
Izaak,Zielinski,ul. Podhalańska ,146,Poznań,60-615,1939,25,12,8,O+,28.2,129
Zosia,Duda,ul. Generała Bema Józefa ,26,Koszalin,75-662,1997,24,8,68,B+,64.9,163
Klara,Wieczorek,ul. Zakątek ,45,Szczecin,70-766,1963,7,10,66,O+,69.3,162
Krystyna,Jabłońska,ul. Fraszki ,55,Warszawa,02-406,1992,8,4,6,O+,26.3,122
Radosław,Symanski,ul. Kacze Buki ,121,Gdynia,81-582,2000,15,2,63,O+,64.4,174
Cecylia,Ostrowska,ul. Staffa Leopolda ,85,Jastrzębie-Zdrój,44-335,1967,12,3,54,O+,65.0,164
Izabella,Adamczyk,ul. Złoty Róg ,106,Kraków,30-095,1970,15,10,51,O+,80.9,170
Hanna,Kowalska,ul. Folwarczna ,41,Warszawa,03-754,1961,17,3,16,O+,67.1,151
Dobrogost,Chmielewski,ul. Owocowa ,43,Bydgoszcz,85-390,2003,30,5,61,A+,98.0,185
Krystyna,Dudek,ul. Pionierska ,133,Łódź,94-224,1979,5,12,22,O+,89.2,169
Lucjusz,Sokołowski,ul. Eugeniusza ,19,Łódź,93-487,2004,4,10,68,A-,64.7,163
Zdzisław,Jabłoński,ul. Klinowa ,16,Łódź,91-156,1942,16,12,83,O-,64.4,173
Kinga,Nowakowska,ul. Studzienna ,12,Opole,45-045,1932,5,8,17,O+,67.9,156
Ksenia,Dąbrowski ,ul. Starogórska ,39,Kielce,25-443,2012,19,3,85,O+,72.0,168
Szymon,Gorski,ul. Zabrzańska ,149,Bytom,41-905,1956,29,11,58,O+,111.5,179
Felicja,Szczepańska,ul. Rynek Wschodni ,22,Poznań,61-011,1952,14,6,29,A+,69.7,169
Zuzanna,Czarnecka,ul. Turystyczna ,112,Lublin,20-207,2011,27,5,81,O+,92.2,162
Lubomierz,Dudek,ul. Grobla IV ,138,Gdańsk,80-837,2000,29,9,61,O+,87.1,171
Aleš,Kucharski,ul. Wileńska ,6,Kraków,31-413,2009,14,10,77,B+,62.3,168
Dominika,Sokołowska,ul. Czechowicka ,62,Warszawa,04-218,1995,16,2,20,A-,79.8,160
Wiga,Szczepańska,ul. Ustronie ,79,Wrocław,50-302,1994,13,2,54,B+,94.1,157
Benedykt,Dąbrowski ,ul. Prusa Bolesława ,22,Brzeg,49-305,1983,15,6,25,O+,70.8,173
Ferdynand,Nowakowski,ul. Leszczyńska ,140,Kielce,25-326,1981,18,10,16,O+,77.5,186
Stanisława,Walczak,ul. Cynkowa ,117,Będzin,42-500,1972,16,8,50,O+,98.5,154
Edyta,Zawadzka,ul. Do Luboni ,144,Kraków,30-685,1935,5,7,47,O+,68.5,171
Bronisława,Dudek,ul. 11 Listopada ,3,Jastrzębie-Zdrój,44-330,2007,18,9,55,O+,84.5,161
Cyryl,Borkowski,ul. Cicha ,40,Będzin,42-500,1940,25,5,14,O+,68.8,158
Gabryjel,Kaczmarek,ul. Jędrzejowska ,100,Kielce,25-117,2003,15,7,38,O+,116.0,187
Małgorzata,Duda,ul. Belwederska ,87,Poznań,60-287,2009,2,2,13,B+,47.8,159
Ksenia,Gorska,ul. Warszawska ,88,Brok,07-306,2010,19,7,75,B+,64.1,170
Kinga,Nowak ,ul. Nowa ,115,Chorzów,41-500,1990,3,10,84,AB+,63.9,164
Ela,Symanska,ul. Czernichowska ,109,Poznań,61-334,1937,26,10,4,O+,21.2,107
Basia,Tomaszewska,ul. Miarki Karola ,78,Tarnowskie Góry,42-600,1949,17,8,61,O+,98.1,152
Sergiusz,Pawlak,ul. Dorodna ,132,Warszawa,03-195,2014,14,10,64,A+,76.0,181
Gabryjel,Kwiatkowski,ul. Księdza Bonczyka Norberta ,97,Opole,45-703,1973,14,9,5,O+,17.9,106
Radosław,Kamiński,ul. Ofiar Oświęcimia ,3,Brzeszcze,32-620,1988,26,1,17,O+,82.7,165
Ksawery,Sobczak,ul. Mleczarska ,56,Wrocław,54-008,2002,8,11,7,B+,26.8,124
Bożydar,Olszewski,ul. Bełchatowska ,101,Warszawa,04-028,1962,4,9,21,B+,92.2,176
Ksawery,Symanski,ul. Kochanowskiego Jana ,62,Kraków,31-127,1964,29,5,23,B+,78.5,179
Ludmita,Sawicka,ul. Lasoki ,93,Kędzierzyn-Koźle,47-200,1956,10,2,34,A+,92.6,162
Dobrosław,Kowalczyk,ul. Flamenko ,14,Warszawa,02-830,2007,16,2,36,A+,80.5,178
Teodozja,Piotrowska,ul. Metalowa ,92,Gdynia,81-146,1985,22,12,44,A+,54.2,164
Emeryk,Nowicki,ul. Gostyńska ,103,Poznań,60-103,1989,7,1,82,O+,96.0,180
Barbara,Pawlak,ul. Żelazna ,51,Kielce,25-014,1999,15,12,9,O+,44.7,124
Matylda,Nowakowska,ul. Przemysłowa ,20,Warszawa,00-450,1998,12,3,77,O+,48.2,154
Ania,Kucharska,ul. Dachnowskiego ,81,Gdynia,81-025,1983,10,6,14,A+,36.2,169
Borys,Grabowski,ul. Saperów ,17,Kielce,25-217,1996,21,7,8,A+,23.2,128
Radosław,Kwiatkowski,ul. Groszkowa ,145,Kraków,31-342,1987,22,8,7,O+,32.4,118
Gabrjel,Walczak,ul. Dygasińskiego Adolfa ,68,Mysłowice,41-408,1996,11,9,26,B+,109.1,176
Czesław,Nowakowski,ul. Świętego Tomasza ,113,Kraków,31-027,1972,30,1,80,B+,89.7,164
Martyna,Jasińska,ul. Żywiecka ,9,Wrocław,54-031,1986,25,4,68,A+,66.1,165
Asia,Woźniak,ul. Warszawska ,42,Bydgoszcz,85-017,2004,23,2,3,O+,12.6,98
Krystian,Grabowski,ul. Za Torem ,40,Kielce,25-807,2002,10,9,43,A+,72.8,175
Albina,Duda,ul. Musioła Ludwika ,71,Mikołów,43-190,1981,8,5,29,O+,77.3,155
Lucyna,Zając,ul. Mickiewicza ,121,Kwidzyn,82-503,1980,2,12,14,O+,36.7,159
Augustyna,Zając,ul. Zamenhofa Ludwika ,100,Kielce,25-555,2014,26,5,55,B+,101.9,169
Barbara,Majewska,ul. Hutnicza ,46,Wrocław,54-139,1933,17,1,53,B-,74.4,173
Walentyna,Duda,ul. Banachiewicza Tadeusza ,86,Kraków,30-436,1949,31,10,60,O+,63.6,169
Julitta,Piotrowska,ul. Piesza ,64,Wrocław,51-109,1960,1,9,10,O+,36.2,139
Luiza,Dąbrowski ,ul. Załogowa ,62,Gdańsk,80-557,2010,3,1,32,O+,55.7,166
Dobromił,Grabowski,ul. Platanowa ,6,Sopot,81-855,2011,2,2,28,O+,110.3,189
Urjasz,Grabowski,ul. Sucha ,91,Dąbrowa Górnicza,41-300,1943,12,2,18,O+,89.2,176
Władysław,Dąbrowski ,ul. Słupska ,69,Katowice,40-714,1934,8,6,19,O+,92.3,183
Basia,Kalinowska,ul. Wybickiego Józefa ,84,Szczecin,71-255,1958,13,3,34,O+,96.9,167
Hainrich,Nowicki,ul. Jedności ,120,Koszalin,75-401,1991,28,4,21,O+,59.6,178
Drugi,Chmielewski,ul. Kardynała Wyszyńskiego Stefana ,108,Białystok,15-888,1980,11,4,30,O+,83.1,169
Ania,Czarnecka,ul. Szczerbińskiego Karola ,69,Kraków,30-427,1960,18,5,21,O+,99.4,166
Racław,Szczepański,ul. Wilka Kruszelnickiego ,111,Kielce,25-669,2002,31,7,45,O+,95.0,168
Honorata,Borkowska,ul. Warszawska ,126,Kielce,25-414,1945,3,6,31,O+,73.4,160
Dobromił,Adamski,ul. Nieświeska ,117,Warszawa,03-870,1953,25,6,13,AB+,39.2,164
Wiktoria,Tomaszewska,ul. Stanisławowo ,109,Białystok,15-604,1985,24,12,14,B+,61.1,171
Gerwazy,Zawadzki,ul. Rzeszowska ,2,Kielce,25-140,2006,29,6,36,A+,89.6,172
Jacenty,Pawłowski,ul. Słupecka ,124,Warszawa,02-309,1955,20,4,37,A+,67.0,188
Donat,Rutkowski,ul. Ekologiczna ,127,Warszawa,02-798,1968,18,11,2,O+,11.7,86
Eligiusz,Pawlak,ul. Lenartowicza Teofila ,127,Warszawa,02-618,1965,13,11,83,A+,82.3,182
Kasper,Piotrowski,ul. Tucholska ,142,Bydgoszcz,85-165,1931,16,7,68,B+,99.1,170
Felicyta,Zawadzka,ul. Mogileńska ,37,Poznań,61-044,1977,1,3,57,B+,84.5,155
Aleš,Duda,ul. Daniłowskiego Gustawa ,87,Warszawa,01-833,2016,28,6,7,O+,28.8,118
Zosia,Jasińska,ul. Liptowska ,110,Warszawa,02-828,2013,12,4,6,O+,28.3,119
Anastazy,Tomaszewski,ul. Generała Jankego Zygmunta Waltera ,10,Katowice,40-684,1997,29,8,74,B+,94.8,181
Henryka,Wojciechowska,ul. Dyngusowa ,63,Białystok,15-156,1979,27,3,83,AB+,88.4,163
Sylwia,Nowakowska,ul. Kotwiczna ,22,Łódź,93-482,1992,17,7,59,B+,100.7,171
Zoja,Nowicka,ul. Iglasta ,135,Szczecin,70-009,2001,26,9,25,A+,49.0,162
Klementyna,Pawlak,ul. Startowa ,92,Lublin,20-352,1980,18,7,37,A+,90.3,165
Joasia,Sokołowska,ul. Radłowa ,141,Warszawa,04-850,1945,9,3,57,B+,59.4,155
Ewa,Kwiatkowska,ul. Koplowicza Abrama ,96,Łódź,92-549,1965,16,8,15,B+,47.7,150
Kazimierz,Piotrowski,ul. Kwaśna ,131,Wrocław,53-425,1998,15,7,72,AB+,71.1,184
Narcyz,Adamski,ul. Jasińskiego Jakuba ,27,Rzeszów,35-608,1960,10,11,63,A+,108.3,177
Eligiusz,Jabłoński,ul. Partyzantów ,132,Mysłowice,41-400,2015,4,2,32,B-,110.7,179
Katarzyna,Jabłońska,ul. Piechy Józefa ,27,Katowice,40-863,1981,23,10,10,AB+,51.4,139
Janek,Adamski,ul. Polanka ,47,Bydgoszcz,85-085,1941,3,5,62,B+,70.8,170
Izolda,Michalska,ul. Dygasińskiego Adolfa ,23,Lublin,20-453,1969,8,6,49,O-,82.5,156
Asia,Wysocka,ul. Hermesa ,9,Zielona Góra,65-119,1998,7,2,52,AB-,66.0,169
Julita,Wieczorek,Pl. Dworcowy ,49,Brzeg,49-302,1969,13,11,85,O-,56.4,164
Stefania,Jaworska,ul. Podmiejska ,74,Poznań,61-357,1955,1,6,40,O+,104.9,155
Grzegorz,Dudek,ul. Wolęcińska ,46,Warszawa,04-801,1996,28,6,1,B+,9.4,76
Marian,Gorski,ul. Wileńska ,48,Kraków,31-413,1966,26,2,4,AB+,14.6,103
Gabryjel,Jasiński,ul. Rymanowska ,30,Poznań,61-323,1994,8,10,19,B+,93.9,185
Hipolit,Nowak ,ul. Piastowa ,72,Warszawa,04-528,2016,26,9,37,O+,109.7,177
Izaak,Piotrowski,ul. Świetlista ,56,Olsztyn,10-728,1936,13,1,25,O+,76.5,188
Lucjusz,Olszewski,ul. Dworska ,63,Gdańsk,80-528,1991,5,1,16,B+,48.3,159
Martyna,Jaworska,ul. Skoczylasa Władysława ,58,Warszawa,03-465,1987,19,5,37,A+,94.5,171
Gabrysia,Kamińska,ul. Barkowska ,109,Bielsko-Biała,43-344,1933,1,12,71,B+,81.0,161
Lubomir,Jasiński,ul. Grobelnego Józefa Edwarda ,73,Poznań,60-177,1981,18,7,52,A+,99.9,181
Ludmiła,Sobczak,ul. Tysiąclecia ,125,Katowice,40-871,1980,22,11,18,A+,47.4,167
Gerwazy,Kwiatkowski,ul. Janikowska ,81,Bydgoszcz,85-186,1968,21,3,57,AB+,74.8,184
Bonifacy,Pawlak,ul. Generała Bema Józefa ,81,Wrocław,50-265,1964,22,2,2,O+,13.9,88
Dominika,Michalska,ul. Przyokopowa ,82,Warszawa,01-208,1944,13,9,35,AB+,64.9,162
Władysława,Kowalska,ul. Podhalańska ,70,Warszawa,04-268,2014,11,10,75,A+,52.6,164
Kasper,Wiśniewski,ul. Kopernika Mikołaja ,79,Wrocław,51-622,1936,16,11,47,O+,105.7,171
Kinga,Król,ul. Daszyńskiego Ignacego ,63,Katowice,40-823,1961,2,4,19,O+,75.9,156
Dariusz,Dąbrowski ,ul. Baśniowa ,55,Warszawa,02-349,1987,4,2,48,O+,107.7,168
Miron,Król,ul. Warszawska ,39,Międzyrzec Podlaski,21-560,1968,31,8,62,B+,108.4,170
Karolina,Sawicka,ul. Bereniki ,17,Gliwice,44-117,2002,24,7,21,O-,89.9,167
Rafał,Nowakowski,ul. Bagażowa ,86,Warszawa,02-651,1969,15,4,51,O+,71.7,175
Zbigniew,Dąbrowski ,ul. Młyńska ,103,Opole,45-011,1977,1,10,22,O+,107.3,189
Dominika,Pawłowska,ul. Olkuska ,135,Kraków,30-138,1950,24,6,1,O+,9.9,79
Eugeniusz,Król,ul. Żeromskiego ,45,Warszawa,01-880,2011,28,7,81,AB+,94.0,169
Konstanty,Piotrowski,ul. Apteczna ,48,Bytom,41-909,1943,20,9,25,O+,65.7,169
Klementyna,Duda,ul. Melsztyńska ,147,Warszawa,02-537,1967,16,6,30,O-,83.6,156
Bogumiła,Dąbrowski ,ul. Strzelców Podhalańskich ,51,Szczecin,71-806,1989,13,11,83,O+,48.8,158
Apolonia,Dudek,ul. Bagienna ,30,Radom,26-612,1979,5,11,35,O+,95.8,170
Dyta,Dudek,ul. Ciechowskiego Grzegorza ,130,Łódź,91-189,2004,9,8,37,O+,73.6,171
Jędrzej,Zielinski,ul. Grottgera ,141,Śrem,63-102,1933,21,10,48,A+,112.8,182
Wiktoria,Kamińska,ul. Gruntowa ,122,Chorzów,41-500,1961,19,8,53,B+,65.1,163
Kasia,Wojciechowska,ul. Barycka ,25,Wrocław,50-325,1955,3,10,72,A+,62.8,165
Hainrich,Maciejewski,ul. Cyda ,58,Lublin,20-714,1960,30,12,2,A-,14.7,86
Jarek,Szczepański,ul. Wiśniowa ,5,Kielce,25-552,1950,16,2,81,A-,66.2,183
Augustyna,Kaczmarek,ul. Skłodowskiej Curie Marii ,123,Białystok,15-278,1976,29,12,55,A+,79.0,154
Julitta,Sobczak,ul. Nowa ,18,Będzin,42-500,1956,3,9,29,A+,87.8,171
Konstantyn,Gorski,ul. Beina Kazimierza ,81,Radom,26-613,1986,7,5,49,A+,113.5,178
Ksenia,Adamska,ul. Przepiórki ,31,Białystok,15-580,1978,27,7,15,O+,59.5,157
Dominika,Zając,ul. Estery ,102,Kraków,31-056,2014,31,1,48,B+,88.8,156
Tobiasz,Duda,ul. Owsiana ,29,Łódź,94-249,1972,23,8,40,A+,71.4,188
Szczepan,Dudek,ul. Godna ,61,Łódź,93-427,1951,9,4,67,O-,70.9,169
Felicyta,Zielinska,ul. Wąsowicza Stanisława ,53,Gdynia,81-230,2011,15,6,6,O+,26.2,118
Wielisław,Borkowski,ul. Pomorska ,93,Łódź,90-225,1985,16,12,73,B+,60.5,183
Dobrogost,Kucharski,ul. Księżycowa ,16,Koszalin,75-590,1956,24,10,49,A-,64.7,173
Aniela,Wieczorek,ul. Górskiego Kazimierza ,70,Gdynia,81-304,1943,20,7,28,A+,60.1,158
Weronika,Zielinska,ul. Księdza Bonczyka Norberta ,97,Opole,45-703,1957,31,12,37,A+,52.8,157
Ela,Kowalczyk,ul. Spadkowa ,22,Łódź,91-173,1984,29,1,13,O+,43.1,169
Stanisława,Król,ul. Zgoda ,117,Koszalin,75-555,2003,29,3,84,A+,59.8,167
Sławomir,Zając,ul. Mroczna ,50,Warszawa,01-456,1980,29,9,55,A+,63.8,173
Salomea,Kucharska,ul. Miła ,75,Warszawa/Wesoła,05-075,1940,2,10,61,A+,99.6,155
Angelika,Gorska,ul. Palmirska ,31,Szczecin,70-711,1965,2,5,57,A-,83.5,165
Basia,Kowalczyk,ul. Wojska Polskiego ,131,Niegowa,42-320,2011,15,11,66,A+,77.4,157
Cezar,Ostrowski,ul. Roślinna ,97,Wrocław,54-610,1972,13,1,41,AB+,77.2,188
Zuzanna,Jasińska,ul. Sajakówka ,73,Kraków,31-998,1941,19,2,61,O+,86.2,152
Bogusława,Woźniak,ul. Konfederatów Barskich ,84,Łódź,92-622,2006,5,7,31,A+,92.2,174
Celestyn,Pawlak,ul. Przedpole ,8,Opole,45-627,1951,17,2,39,B+,78.8,173
Tytus,Olszewski,ul. Dłutowska ,132,Warszawa,02-978,1993,16,4,3,B+,12.0,89
Blanka,Wiśniewska,ul. Chętnika Adama ,131,Białystok,15-166,1962,19,12,44,A+,63.3,164
Władysława,Duda,ul. Browarniana ,82,Bytom,41-902,1972,29,1,66,B+,79.2,165
Wojciecha,Wieczorek,ul. Kasztanowa ,130,Jastrzębie-Zdrój,44-330,1976,7,9,5,A-,16.6,103
Ziemowit,Woźniak,ul. Burgundzka ,104,Kraków,30-383,1936,7,6,32,A+,75.5,172
Dorofiej,Woźniak,ul. Staffa Leopolda ,85,Szczecin,71-149,2002,15,6,61,B+,102.8,174
Wincenty,Tomaszewski,ul. Cegielnia Murcki ,59,Katowice,40-749,2007,24,9,73,B+,92.4,170
Wioletta,Borkowska,ul. Chłodna ,73,Poznań,60-224,1998,3,8,60,A+,58.6,161
Czesława,Kaczmarek,ul. Egiertowska ,146,Gdańsk,80-298,1989,4,9,32,O+,78.9,173
Wiga,Jabłońska,ul. Kongresowa ,149,Łódź,93-376,1997,21,6,14,A+,63.4,153
Bolesława,Olszewska,ul. Droga Dębińska ,142,Poznań,61-492,1994,8,9,36,A-,74.6,166
Stanisław,Pawlak,ul. Krasińskiego Zygmunta ,45,Warszawa,01-779,1957,13,9,76,A+,94.3,179
Lidia,Wysocka,ul. Ambrożego Karola ,2,Bielsko-Biała,43-309,1971,1,10,51,O+,83.6,174
Ewa,Sokołowska,Al. Wyzwolenia ,142,Szczecin,70-552,2017,1,2,6,A+,25.8,122
Krzyś,Nowak ,ul. Grunwaldzka ,61,Bydgoszcz,85-241,1968,19,10,44,O+,105.9,176
Nikodem,Gorski,ul. Warmińska ,142,Łódź,91-316,1939,8,4,76,A+,95.1,183
Szczepan,Adamski,ul. Profesora Mikusińskiego Jana ,63,Katowice,40-146,1945,25,2,11,O+,56.4,156
Kazimiera,Jasińska,ul. Centrum Szkoleniowe Policji ,107,Legionowo,05-121,1995,27,11,65,A+,87.7,155
Alicja,Kozłowska,ul. Worcella Stanisława ,111,Gdańsk,80-809,1981,16,9,23,A+,83.6,173
Ewa,Tomaszewska,ul. Zapłocie ,57,Łódź,94-285,1948,4,3,55,AB+,87.4,173
Karina,Kwiatkowska,ul. Brzozowa ,125,Dąbrowa Górnicza,41-303,1964,12,3,45,O-,70.5,158
Zdzisław,Czerwinski,ul. Proletariatczyków ,107,Warszawa,03-260,1997,21,4,41,O+,105.9,174
Bolesława,Król,Pl. Słowiański ,134,Zielona Góra,65-069,1987,21,9,80,A+,66.4,167
Serafin,Jabłoński,ul. Skromna ,139,Poznań,61-014,1971,26,9,14,AB+,51.9,164
Klimek,Kamiński,ul. Czyżewskiego Tytusa ,3,Katowice,40-750,1961,21,3,10,O+,27.4,137
Luiza,Kowalczyk,ul. Oliwkowa ,95,Olsztyn,10-820,2001,14,11,18,B+,76.7,152
Albina,Wieczorek,ul. Czerwony Dwór ,150,Gdańsk,80-376,1962,14,5,28,O+,68.4,166
Wiktor,Jasiński,ul. Łopianowa ,141,Katowice,40-750,1939,11,9,19,O+,59.6,168
Malina,Borkowska,ul. Montwiłła ,81,Szczecin,71-601,1963,8,3,23,A+,83.0,156
Wisław,Szczepański,ul. Warzywna ,31,Zielona Góra,65-377,1965,6,7,60,O+,91.3,181
Blanka,Sawicka,ul. Giemzowska ,98,Łódź,92-637,2015,23,2,46,B+,82.7,172
Patryk,Borkowski,ul. Fabryczna ,143,Katowice,40-611,2014,7,1,0,A-,3.6,45
Świętosław,Dąbrowski ,ul. Niedźwiedzia ,103,Szczecin,70-793,1937,6,2,49,A-,69.6,178
Ela,Grabowska,ul. Ludowa ,140,Szczecin,71-700,1997,28,2,78,O+,100.4,154
Felicyta,Gorska,ul. Oliwkowa ,55,Poznań,61-306,1932,8,1,72,O+,66.3,168
Eligiusz,Kowalczyk,ul. Powstańców Wielkopolskich ,55,Kraków,30-707,1999,27,10,21,A+,68.6,180
Joasia,Kowalska,ul. Grzybowska ,109,Warszawa,00-131,1952,30,5,36,B+,50.6,175
Justyna,Kozłowska,ul. Bielska ,61,Warszawa,02-394,1943,19,12,68,O+,69.1,171
Krysia,Grabowska,ul. Brzezińska ,80,Częstochowa,42-208,1953,15,2,53,O+,101.8,168
Longin,Zawadzki,ul. Idzikowskiego Ludwika ,59,Wrocław,54-129,2005,21,1,20,AB+,97.1,163
